problem_id,problem_title,problem_url,difficulty_rating,pair_number,bug_category,bug_category_name,bug_description,correct_submission_id,buggy_submission_id,buggy_tests_passed
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,13,T5,Greedy / Algorithmic Flaw,"The buggy solution contains a flaw in its greedy approach to calculating the maximum danger level, leading to incorrect results when determining the minimum value of x required to keep danger levels at or below a certain threshold. The calculations do not accurately account for the distribution of danger levels over the time periods specified by the flashlight usage.",372308942,372305567,5
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,14,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly distributes the available time to increase danger levels among the animatronics, resulting in an inadequate guarantee on the maximum final danger level. This leads to wrong answers when compared to the correct logic used in the reference solution.",372294406,372293674,8
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,15,T7,Corner Case Omission,"The buggy solution incorrectly resets the danger level of an animatronic to zero in cases where it should not. The conditional logic regarding the number of flashlight actions and the increments of danger levels does not account for all scenarios, leading to incorrect maximum danger calculations.",372284373,372283803,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,16,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly calculates the distribution of danger levels among animatronics by mismanaging how danger increments are distributed, causing it to fail in guaranteeing the minimum danger level.",372256961,372256502,8
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,17,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly handles the logic for managing the danger levels of the animatronics when the number of remaining flashlight uses ('n-i+1') is less than the total number of animatronics ('m'). This results in an inaccurate calculation of the maximum danger level after all actions, leading to wrong answers.",372254161,372253344,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,18,T5,Greedy / Algorithmic Flaw,"The buggy solution contains an algorithmic flaw where it does not correctly account for the maximum danger levels of animatronics under varying conditions and flashlight timings, leading to incorrect calculations of the final danger level.",372242536,372241175,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,19,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly calculates the distribution of danger levels among animatronics, resulting in a failure to minimize the maximum danger level effectively. This flaw in the greedy approach leads to wrong answers as it does not account for the worst-case distribution of danger correctly.",372234110,372230579,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,20,T6,State / Initialization,"The buggy solution incorrectly initializes the multiset with a length of 'm' instead of 'min(m, n + 1)', which affects the greedy selection of danger levels, resulting in a suboptimal maximum danger level at the end.",372201170,372200827,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,21,T6,State / Initialization,"The buggy solution has incorrect conditional logic in the Check function, particularly in the way it handles the flashlight resets and decrements. This leads to an inaccurate determination of whether a given mid value can achieve the required constraints.",372131628,370776836,5
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,22,T7,Corner Case Omission,"The buggy solution incorrectly handles the condition to reset the danger level of the animatronics. It does not check if `nleft` is greater than zero before accessing `a[n-nleft]`, which could lead to accessing an out-of-range element when all flashlight actions have been used.",372114785,372114627,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,23,T4,Wrong Conditional Logic,"The buggy solution incorrectly swaps the first element of the danger levels with the last one during the flashlight action, which alters the intended logic of managing the danger levels. This led to an incorrect calculation of the maximum danger level.",371975044,371974162,1
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,24,T6,State / Initialization,"The buggy solution has a flawed logic in how it calculates and redistributes the danger levels among animatronics. The complexity of managing the danger levels using a map and the conditions under which animatronics are reset potentially leads to inaccuracies in determining the minimum final danger level, which affects the correctness of the output.",371968048,371964594,6
2207B,One Night At Freddy's,https://codeforces.com/contest/2207/problem/B,1600,25,T4,Wrong Conditional Logic,"The buggy solution contains a nesting issue where the loop to push elements into the priority queue is incorrectly nested, causing incorrect priority assignments and ultimately leading to the wrong maximum danger level calculations.",371931177,371930876,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,1,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly tries to compute the maximum Manhattan distance by comparing two different strategies and summing their distances, which can lead to a suboptimal solution. It lacks a proper greedy approach that organizes the points optimally.",372457308,372443989,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,2,T6,State / Initialization,"The buggy solution attempts multiple methods to select pairs based on different criteria, but does not correctly ensure that the chosen pairs maximize the Manhattan distance. It does not have a clear greedy strategy that guarantees the optimal solution.",370497386,370351307,2
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,3,T4,Wrong Conditional Logic,"The buggy solution uses 'less than or equal to' in sorting the second half of the points, which can incorrectly group points that should not be paired together, resulting in suboptimal pairing choices.",370451368,370451179,4
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,4,T4,Wrong Conditional Logic,"The buggy solution has a wrong conditional logic in checking the indices found in the vectors c and d. Specifically, it uses '>' instead of '>=' in the condition for t2, which leads to potentially incorrect pairing of points.",370349391,370349124,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,5,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly pairs points by simply dividing the sorted list in half, which does not guarantee the maximization of Manhattan distances as it fails to account for the optimal pairing strategy that the correct solution implements.",369949161,369948816,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,6,T3,Off-by-One / Boundary,"The buggy solution contains an off-by-one error in the sorting logic when forming pairs, specifically in the ranges used for sorting, which causes incorrect pairs to be created. This results in an invalid output configuration of point indices.",369393660,369393252,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,7,T5,Greedy / Algorithmic Flaw,"The buggy solution fails to correctly handle pairing of remaining points after forming initial pairs, leading to incorrect output. It improperly assumes that points remaining after initial pairing will always form valid pairs, disregarding how many points are left.",369008897,369005436,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,8,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly pairs points based on their sorted order without considering the optimal pairing logic necessary to maximize the Manhattan distance, leading to suboptimal results.",368783974,368781090,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,9,T4,Wrong Conditional Logic,"The buggy solution incorrectly increments the index `x` before making a decision on which set to choose from, leading to wrong conditional logic for selecting pairs. This results in incorrect pairs being formed.",368266532,368266220,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,10,T5,Greedy / Algorithmic Flaw,"The buggy solution mistakenly continues to sort points after pairing certain indices, leading to incorrect pairings that do not maximize the sum of Manhattan distances. The greedy choice of selecting based on the first half's indices is flawed.",368099994,368099687,1
2122C,Manhattan Pairs,https://codeforces.com/contest/2122/problem/C,1700,11,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly restricts pairing based on an index limit within the loop, which violates the conditions for optimal pairing, leading to a suboptimal or incorrect result.",367923627,367922411,1
